accounts_opened_last_24_months,bankruptcies_last_18_months,collections_excluding_medical,credit_history,credit_inquiries_last_6_months,judgements_last_18_months,months_since_most_recent_inquiry,ninety_plus_delinquencies_last_18_months,number_of_accounts_currently_30dpd,open_credit_accounts,pre_loan_debt_to_income,public_records,revolver_utilization,tax_liens_last_18_months,thirty_plus_delinquencies_last_3_months,thirty_plus_delinquencies_last_24_months,total_current_balance,total_high_credit_limit,annual_income,historical_result
2,0,1,84,14,0,1,0,0,1,0.0865714,0,0,0,0,3,5832,6267,28000,800
0,0,9,253,1,1,2,0,0,0,0.1275,4,0,0,0,0,926,0,40000,470
5,0,1,248,2,0,0,0,0,6,0.1047,0,0.2525,0,0,0,4514,15470,40000,1890
1,0,1,146,0,0,8,2,0,1,0.208,1,0,0,3,4,691,620,3000,330
1,0,0,61,4,0,0,0,0,1,0.0696,0,1,0,0,0,1523,1186,50000,1100
2,0,3,117,3,0,1,0,0,0,0.11393,0,0,0,0,1,232,0,24436,880
0,0,5,376,1,0,1,1,0,0,0,1,0,0,0,0,0,0,18390,560
2,0,1,188,1,0,0,0,0,1,0.0884082,0,0,0,0,0,11007,13802,49000,1730
6,0,0,25,9,0,0,6,0,4,6.88941,0,0,0,8,10,11305,10482,1700,370
5,0,0,143,6,0,0,0,0,7,0.0283333,0,0.143725,0,0,0,7618,53004,72000,2580
7,0,1,325,1,0,1,256,0,24,10.9026,0,0.88,0,0,338,123087,67675,78000,1240
1,0,3,37,1,0,4,2,0,1,3.52908,0,0,0,0,1,5502,4984,2500,430
2,0,1,252,0,0,null,0,0,3,0.0107266,0,0.184194,0,0,0,7202,39100,94000,2010
8,0,2,291,1,0,1,1,2,22,0.478889,1,0.890462,0,8,19,112257,138273,54000,1300
14,0,0,139,4,0,3,0,0,16,0.101804,0,0.138605,0,0,0,105869,131379,67892,2900
12,0,5,166,4,0,1,0,0,12,0.09648,0,0.497249,0,0,0,14513,20857,50000,2130
12,0,0,85,1,0,4,0,0,27,0.711306,0,0.667237,0,0,1,129632,138948,42200,2210
1,0,1,192,1,0,1,2,0,2,0.2673,0,0,0,0,3,85358,90254,40000,990
0,0,2,120,4,0,0,83,0,14,0.27627,0,0,0,26,99,27627,28718,30000,1310
5,0,0,133,0,0,12,0,0,12,0.2066,0,0.537466,0,0,0,53711,70398,60000,2400
1,0,0,77,0,0,8,0,0,3,0.1392,0,0.157727,0,0,0,25768,49468,45000,3180
4,0,5,118,1,0,1,1,0,3,3.76818,0,0,0,0,0,40357,20683,65000,1230
3,0,0,5,4,0,2,0,0,3,0.01656,0,0.477222,0,0,0,859,1800,50000,1650
7,0,2,130,0,0,8,6,0,13,0.381867,3,0.899048,0,2,32,76909,70447,45000,1070
6,0,1,171,1,0,5,1,0,5,0.574137,0,1.06808,0,3,6,72829,72024,67000,730
1,0,3,209,2,0,1,24,0,5,0.0397895,0,0,0,1,33,25022,31634,38000,650
8,0,9,326,1,0,1,1,0,7,1.2372,1,0,0,0,0,27983,28006,30000,1290
2,0,1,218,5,0,1,0,0,5,0.200435,0,0.276824,0,0,0,111713,206017,110000,2030
2,0,4,333,0,1,7,1,0,1,1.25133,2,0,0,0,1,16636,25000,18000,650
3,0,0,102,0,0,6,0,0,3,0.0205839,0,0.38504,0,0,0,207577,215551,31000,3020
2,0,1,49,0,0,8,6,0,3,0.172,0,0.84,0,2,17,1752,1600,33000,980
3,0,0,39,3,0,4,0,0,4,0.281794,0,0.123333,0,0,0,31735,33350,35000,2810
12,0,0,99,0,0,7,0,0,15,0.055988,0,0.182736,0,0,3,30917,64519,75000,2310
1,0,0,333,2,0,1,0,0,4,0.0620513,1,0.300636,0,0,0,24418,38955,117000,2000
8,0,0,55,0,0,14,0,1,9,0.4035,0,0.94398,0,1,4,41816,45325,32000,1450
11,0,0,352,2,0,0,0,0,12,0.181393,0,0.956433,0,6,6,24525,29461,70000,1470
1,0,3,158,1,0,3,0,0,1,0.1878,1,0,0,0,10,22466,14888,60000,1530
2,0,0,267,0,0,21,0,0,8,0.154473,0,0.45099,0,0,0,342378,406521,82500,3240
1,0,1,124,0,0,null,0,0,1,0.0026087,0,0.433333,0,0,0,260,600,69000,1590
0,0,2,222,0,0,null,0,0,0,5.9808,0,0,0,0,2,9968,0,20000,580
7,0,0,128,0,0,16,0,0,9,0.1418,0,1.00715,0,0,0,32061,35812,90000,2130
1,0,0,66,0,0,17,0,0,0,0,0,0,0,0,0,0,0,31200,3090
0,0,2,98,1,0,1,0,0,0,39.036,0,0,0,0,0,3253,0,1000,250
10,0,0,329,12,0,3,0,7,9,0.347529,0,0.812161,0,13,13,42818,43693,51000,350
2,0,1,76,3,0,0,0,0,0,0.5575,0,0,0,0,0,1115,0,24000,20
2,0,1,102,2,0,1,0,0,3,0.198182,0,0.093743,0,0,0,5947,17900,66000,1430
1,0,5,393,0,0,6,0,0,2,0.0865846,1,0,0,0,0,48155,43423,130000,1180
7,0,1,42,4,0,3,3,0,4,0.9584,0,0.0852308,0,4,7,15107,21289,45000,540
1,0,1,39,2,0,5,1,0,0,0,0,0,0,0,8,0,0,15000,130
7,0,0,411,0,0,6,0,0,10,0.153078,2,0.621059,0,0,0,293767,381697,115000,2050
18,0,0,153,7,0,0,0,0,35,0.213804,0,0.254886,0,0,0,284512,340352,125000,2600
3,0,0,88,1,0,1,0,0,14,0.59739,0,0.366034,0,0,0,38465,45750,20000,2290
4,0,0,58,0,0,12,0,0,4,0.0939429,0,0.906667,0,0,0,1904,2100,17500,1730
7,0,0,56,1,0,0,0,0,7,0.426,0,0,0,0,0,40451,42369,16000,2260
7,0,0,55,0,0,22,3,0,12,0.686271,0,0,0,0,0,42765,39800,42000,1520
5,0,0,183,0,0,22,0,0,13,0.403659,0,0.726903,0,0,0,125038,150751,130000,2370
0,0,5,63,0,0,12,12,0,2,0.385,1,0,0,2,12,5699,4750,12000,90
3,0,0,3,1,0,3,0,0,4,0.05625,0,0.145455,0,0,0,1440,9900,16000,2220
4,0,0,149,0,0,9,0,0,13,0.171319,0,0.754746,0,0,0,35717,50129,62000,2220
1,0,0,68,1,0,4,0,0,3,0.096204,0,0.0986127,0,0,0,24126,32933,70600,3120
5,0,0,40,1,0,1,0,0,5,0.068625,0,0.684938,0,0,0,2774,4050,32000,1770
1,0,0,193,0,0,null,3,0,8,0.116529,0,0.975771,0,3,41,84595,120580,84000,1350
4,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,10250,10250,2000,1940
2,0,2,95,6,0,4,9,0,5,0.180073,0,0.973333,0,0,17,47664,45429,45000,1320
16,0,6,133,9,0,0,1,1,11,0.24864,0,0.473333,0,1,1,35106,38672,50000,1440
6,0,0,31,2,0,0,0,0,4,0.161211,0,0.309733,0,0,1,26328,40995,46000,2710
2,0,0,302,1,0,1,0,0,2,0.000568696,1,0.716667,1,0,0,3452,6355,4600000,1480
6,0,4,304,2,0,0,5,0,1,0.421059,0,0,0,0,0,17023,13489,34000,790
1,0,7,112,2,1,1,0,0,1,0.0130435,1,0.993333,0,0,0,298,300,23000,920
8,0,4,100,3,0,1,0,0,20,1.98167,0,0.287,0,0,0,93308,86478,53000,1790
4,0,4,223,4,0,1,3,0,13,1.4217,0,0.723077,0,0,9,76524,54100,40000,1450
4,0,5,135,13,0,0,1,0,2,0.7245,1,0,0,1,1,23749,25184,32000,330
3,0,2,61,5,0,1,1,0,3,3.9288,0,0,0,0,0,20923,14849,23000,1360
4,0,1,30,2,0,0,0,0,3,0.03063,0,0.549565,0,0,0,632,1150,29383,1480
4,0,5,174,2,0,1,32,0,15,1.15754,1,0.51,0,6,43,198415,153279,65000,1520
1,0,0,11,0,0,6,0,0,2,0.0318,0,0.735,0,0,0,294,400,20000,2260
3,0,3,100,3,0,1,1,0,4,0.3927,0,0.746667,0,0,0,47061,49568,34000,1500
4,0,0,40,3,0,1,0,0,2,0.183333,0,0.746667,0,0,0,765,600,18000,1720
2,0,0,131,2,0,0,0,0,4,0.125294,0,0.67913,0,0,0,26638,52141,68000,3050
1,0,6,114,0,0,6,0,1,1,5.91758,1,0,0,1,3,7211,7961,728,60
2,0,0,166,2,0,0,7,0,7,0.2624,0,0.378933,0,1,13,131104,118807,30000,1730
7,0,1,119,1,0,4,40,2,17,0.6344,0,0.894051,0,22,42,99151,97746,30000,560
2,0,0,43,0,0,9,0,0,2,0.0708,0,1.0063,0,0,0,2717,2700,20000,1870
4,0,2,245,0,0,7,0,0,3,0.132274,0,1.00769,0,0,1,4893,4332,35000,1010
15,0,3,279,9,0,4,1,3,10,2.4472,7,1.05591,0,15,15,52134,46453,30000,490
4,0,1,101,9,0,0,0,0,3,0.201257,0,0.8875,0,0,0,35529,36499,35000,1690
19,0,5,87,5,0,0,7,0,7,7.0848,0,0,0,6,6,8348,7710,2500,1030
2,0,1,388,0,0,24,1,0,6,0.112518,0,1.01805,0,0,9,28395,29455,85000,1270
4,0,9,118,0,0,11,4,0,1,0.402857,0,1.345,0,3,4,1065,200,35000,330
0,0,8,103,3,0,1,45,0,1,1.4032,3,0,0,0,48,15088,10568,30000,720
4,0,0,19,6,0,1,1,0,2,0.0334881,0,0.296667,0,0,0,1919,2130,36192,1070
4,0,2,66,1,0,2,3,0,2,0.134211,0,0.992,0,0,10,15917,16877,38000,1030
3,0,0,48,2,0,1,2,0,2,0.921407,0,1.04,0,0,0,11206,10681,19900,460
6,0,0,125,0,0,7,0,0,9,0.0186667,0,0.974615,0,0,0,26960,26292,36000,1630
0,0,0,180,1,0,4,0,0,2,11.1519,0,0,0,0,7,46744,42688,40000,890
1,0,7,161,0,0,6,2,0,1,0.6,0,0,0,3,5,312,480,1200,490
1,0,4,120,0,0,null,1,0,1,0.7488,0,0,0,0,0,240,275,5000,310
1,0,3,128,0,0,7,1,1,3,0.344,0,1.2875,0,1,10,37882,44853,27000,720
14,0,3,153,8,0,0,0,0,18,0.221168,0,0.776459,0,0,0,33037,37868,55409,1470
7,0,4,116,3,0,1,1,0,6,6.82629,2,0,0,0,0,34815,21297,14000,1300
5,0,0,200,0,0,10,0,0,5,0.2004,0,0.450625,0,0,0,12500,26426,30000,2420
0,0,1,371,0,0,null,0,0,0,0,0,0,0,0,4,0,0,30000,900
4,0,0,207,9,0,2,1,0,11,1.52418,1,0.707533,0,0,18,67306,57845,109822,1870
8,0,0,64,10,0,0,0,0,9,0.1,0,0.151719,0,0,0,29620,67420,120000,2660
7,0,3,105,5,0,1,9,2,9,0.303,0,1.17621,0,8,26,10869,8250,36000,380
4,0,1,287,5,0,1,1,0,4,43.6582,0,0.973333,0,0,1,30986,15665,2750,1150
2,0,5,162,3,0,1,0,1,5,0.790507,1,0.748889,0,1,13,89122,89444,43000,1010
1,0,2,187,3,0,0,0,0,3,0.426698,1,0,0,0,10,51258,43501,43000,960
0,0,4,104,4,0,1,0,0,0,0.0744,0,0,0,0,0,93,0,15000,130
4,0,1,215,17,0,0,19,0,5,2.68575,1,0.40875,0,3,26,50857,49528,32000,1140
4,0,2,295,1,0,4,0,0,4,0.183434,0,0.862424,0,0,4,59307,36266,76082,1400
1,0,1,97,0,0,11,0,0,1,0.00857143,1,0.993333,0,0,0,298,300,35000,1670
1,0,3,182,1,0,3,0,0,2,0.40512,0,1.06667,0,0,0,21987,21731,25000,930
3,0,2,130,1,0,5,3,0,2,2.71886,0,0,0,0,4,16145,0,50000,340
0,0,3,85,2,0,0,95,0,0,3.13371,0,0,0,2,107,9140,0,35000,360
4,0,0,334,1,0,1,23,1,11,1.12694,0,0.847231,0,19,56,380203,377570,65700,900
7,0,0,377,0,0,11,19,0,9,1.52767,0,0.734194,0,27,37,44352,48134,36000,910
1,0,4,146,1,0,2,2,0,0,0,0,0,0,0,8,0,0,21000,290
1,0,6,170,0,0,null,0,0,1,0.2472,0,0,0,0,0,515,1000,25000,1010
1,0,8,197,0,0,6,12,0,1,0.1107,3,0,0,0,11,11134,11891,40000,1280
1,0,2,78,4,0,1,0,0,2,0.0111607,0,0.543333,0,0,0,31676,31813,26880,1530
9,0,3,199,7,0,0,2,0,2,0.217915,1,0,0,0,0,25696,26654,94000,1270
0,0,4,274,0,0,6,1,0,0,3.2016,0,0,0,0,0,10686,0,40000,360
0,0,0,284,0,0,null,0,0,3,0.0951429,4,0.536308,0,0,2,15209,26445,70000,1810
2,0,1,179,1,0,5,2,0,2,0.4359,0,1.51333,0,3,4,26200,27409,40000,460
2,0,5,243,3,0,0,5,0,3,0.121339,0,0.9,0,2,8,24006,24216,54000,890
2,0,2,156,3,0,0,35,0,7,0.1504,1,0,0,14,35,30779,27332,60000,50
0,0,0,150,0,0,null,2,0,12,5.1816,0,0,0,0,0,47268,110520,25000,2000
6,0,0,68,1,0,4,0,0,13,0.77352,0,0.807297,0,0,0,73649,79732,30000,2090
7,0,1,268,1,0,5,0,0,7,0.5151,2,0.973725,0,0,0,13881,13434,40000,1440
2,0,0,137,2,0,2,0,0,3,0.0996923,0,0.187333,0,0,0,33747,40339,65000,2330
2,0,0,203,1,0,0,0,0,5,0.0812724,1,0.897907,0,0,0,9401,10279,52564,2030
5,0,0,114,0,0,null,0,0,5,0.231,0,0.683953,0,0,0,14243,20186,24000,2040
3,0,0,131,0,0,null,32,0,11,0.363833,0,0.687826,0,0,41,61326,59997,36000,2350
5,0,6,116,2,0,3,7,0,4,1.905,0,0,0,3,8,34025,21728,36000,1300
2,0,0,283,2,0,0,1,0,3,0.416421,0,0.50575,0,0,0,3893,4000,57000,2190
3,0,3,78,0,0,null,0,0,1,0.027,0,0,0,0,0,200,200,24000,880
3,0,6,114,4,1,1,4,0,3,0.1576,2,0,0,0,7,21465,26800,30000,780
10,0,1,200,2,0,4,10,0,22,0.12984,2,1.36286,0,18,21,23467,61099,50000,590
2,0,1,256,1,0,0,11,0,6,0.158,0,0.7675,0,4,24,3438,11855,30000,1520
2,0,2,32,4,0,1,7,0,2,1.0008,0,0,0,2,6,27123,28153,15000,840
3,0,4,268,0,0,11,1,0,2,0.997333,0,0,0,2,4,15857,11393,18000,670
0,0,17,105,1,0,3,0,0,0,0.232,0,0,0,0,0,6455,0,45000,350
1,0,5,39,1,0,3,32,0,1,0.19392,0,0,0,0,40,7224,7400,25000,150
4,0,4,195,2,0,0,4,0,2,0.32688,0,0,0,0,0,9261,10369,25000,570
1,0,6,279,1,1,2,0,0,1,0.279534,1,0,0,0,0,17491,12021,34300,1220
0,0,2,158,0,0,null,5,0,5,1.77086,0,0,0,0,5,30979,16797,21000,1360
2,0,0,30,1,0,0,1,0,2,7.416,0,0,0,2,2,32562,32306,2000,190
3,0,0,39,1,0,3,0,0,3,0.093,0,0.973966,0,0,0,5649,5800,28000,1750
2,0,0,78,0,0,12,0,0,12,0.1704,0,0.314055,0,0,0,34301,69277,40000,3100
9,0,0,190,0,0,23,0,0,7,0.0432,0,0.479195,0,0,0,11627,14422,55000,2030
9,0,2,117,1,0,1,0,0,4,0.1168,0,0.285926,0,0,0,2702,9450,15000,2300
0,0,5,138,3,0,1,0,0,1,0,2,0,1,0,0,7731,9093,31000,840
2,0,0,248,0,0,7,0,0,4,0.1224,0,0.971623,0,0,0,12936,13960,45000,2360
6,0,6,269,0,0,7,3,0,15,2.60236,0,0,0,1,1,49842,35902,22000,1390
8,0,1,73,7,0,4,0,0,10,0.3288,0,0.391405,0,0,0,51446,68474,50000,2020
2,0,2,254,7,1,1,0,2,9,0.211537,2,0.903311,0,3,9,37592,40847,89000,800
6,0,1,133,5,0,0,0,0,6,0.236757,0,0.89111,0,0,0,23475,26098,37000,1450
3,0,4,114,2,0,0,0,0,2,0.136627,6,0,0,0,0,8197,4486,73000,1260
9,0,0,145,4,0,1,0,0,9,0.164372,0,1.05727,0,0,0,13137,13245,43000,1510
3,1,1,359,2,0,0,0,0,2,0.183709,4,0,0,0,0,44488,47954,55000,1000
7,0,0,17,1,0,3,0,0,7,0.223091,0,0.832059,0,0,0,10741,11760,22000,1800
2,0,4,119,2,0,1,2,0,3,0.74835,0,0,0,2,5,19744,18709,40000,420
0,0,3,245,0,0,null,0,0,0,9.81378,1,0,0,0,0,22081,0,27000,260
6,0,2,153,4,0,2,5,3,13,0.223954,0,0.914521,0,5,13,30222,35485,35000,960
1,0,0,122,0,0,9,0,0,8,0.343333,0,0.752336,0,0,0,28151,25230,27000,2180
4,0,0,356,3,0,0,0,0,7,0.135077,1,0.0597872,0,0,0,37689,97311,62500,3520
2,0,1,39,6,0,2,0,0,1,1.1016,0,0,0,0,0,1712,469,15000,820
14,0,0,344,2,0,1,0,0,14,0.205217,0,0.772406,0,0,0,23805,30688,52500,2090
6,0,1,136,0,0,11,9,0,13,0.159852,0,0.777216,0,3,12,31222,30906,75000,1690
1,0,0,12,0,0,null,0,0,1,null,0,0,0,0,0,6488,6511,0,2380
6,0,0,120,0,0,9,0,0,6,0.1432,0,0.968518,0,0,0,29721,35169,60000,1900
2,0,6,132,0,0,8,9,0,10,0.753333,1,0,0,3,12,61931,78787,18000,820
5,0,0,208,2,0,0,0,0,14,0.4466,0,0.533436,0,0,0,114185,167653,60000,2740
2,0,2,110,0,0,19,4,0,7,0.169714,0,0.1145,0,0,4,12962,18312,21000,1800
0,0,0,63,0,0,null,5,0,2,0.1125,0,0.846,0,0,8,4277,4354,8000,990
0,0,1,187,0,0,null,0,0,5,1.09035,0,0.17541,0,0,2,202979,236913,4000,1960
3,0,0,73,0,0,13,6,0,5,1.61212,0,0,0,0,4,13676,12138,12720,880
1,0,10,100,3,0,1,0,0,1,0.1683,0,0,0,1,2,21831,21535,40000,630
1,0,1,111,0,0,9,0,2,8,0.116282,0,0.902304,0,10,13,277514,293737,71000,1080
8,0,0,138,0,0,9,19,0,4,0.635467,0,1.23515,0,14,29,20342,20571,45000,570
1,0,3,129,2,0,0,34,0,1,18.0955,0,0.712,0,0,51,33328,250,22000,680
2,0,0,36,2,0,3,0,0,2,null,0,0.337333,0,0,0,253,750,0,2210
2,0,1,124,0,0,21,3,0,2,0.0158824,0,1.09333,0,0,6,7798,7728,20400,1150
4,0,0,37,5,0,0,0,3,5,0.190824,0,1.29667,0,5,5,43015,49171,51000,1240
0,0,0,110,1,0,2,0,0,0,0.393067,0,0,0,0,0,1474,0,45000,310
1,0,0,51,0,0,null,0,0,6,0.173581,0,0.193736,0,0,0,14858,46494,43000,3410
4,0,2,40,2,0,1,0,0,4,0.067623,0,0.52,0,0,0,1303,2476,30500,1490
9,0,0,58,4,0,0,0,0,7,0.15,0,0.799569,0,0,0,14252,19879,40000,1760
1,0,8,340,0,0,8,2,0,2,0.6832,2,0,0,2,8,31795,23800,120000,580
3,0,0,298,1,0,0,0,0,4,0.100751,0,0.269806,0,0,0,40156,54682,69200,2530
12,0,1,239,15,0,0,0,0,11,0.0646154,0,0.131771,0,0,0,10126,33795,65000,1880
4,0,6,144,0,0,10,2,2,3,0.842896,0,0.47,0,4,25,85413,87556,65460,800
0,0,10,199,0,0,10,0,0,3,0.450375,0,0,0,0,0,1201,0,32000,290
2,0,3,159,2,0,0,2,0,2,0.012,0,0.986,0,0,2,986,1000,50000,840
1,0,3,165,0,0,null,9,0,1,0.910154,0,0,0,0,11,2037,904,13000,1080
8,0,0,224,1,0,5,0,0,12,0.215294,0,0.371292,0,0,0,47449,66510,68000,3010
0,0,2,237,0,0,13,0,1,1,0.0532,0,0,0,1,4,4382,5120,30000,750
10,0,0,51,2,0,3,0,0,3,0.0750857,0,0.279286,0,0,0,22203,27342,70000,2480
3,0,6,152,6,0,1,0,0,4,0.276343,1,0.6225,0,0,0,19088,37479,35000,1330
9,0,1,282,0,0,15,0,0,10,0.000988256,4,0.624764,1,0,0,19416,25540,7358418,1850
14,0,1,92,1,0,4,0,0,9,0.259406,0,0.207467,0,0,0,48535,73494,67000,2480
6,0,1,343,1,0,1,0,0,7,0.211407,0,0.613018,0,0,1,134375,167474,81000,1940
1,0,0,118,7,0,0,0,0,7,0.33668,4,0.0853061,0,0,0,32468,45338,24700,1950
2,0,0,88,0,0,6,0,0,10,0.552,0,0.0953341,0,0,0,10203,58075,10000,3240
10,0,0,139,4,0,2,1,0,10,0.0764,0,0.60003,0,0,5,42843,44135,30000,1800
1,0,5,89,2,0,2,2,0,0,0.76335,0,0,0,0,5,10978,0,80000,280
2,0,0,63,2,0,5,0,0,3,0.103543,0,0.8852,0,0,0,5223,9013,35000,2330
5,0,0,202,0,0,7,0,0,3,17.6526,0,0.96,0,0,4,24075,24088,1140,1070
2,0,0,13,0,0,6,0,0,2,0.01875,0,0.757407,0,0,0,2045,2700,32000,2540
3,0,0,37,3,0,0,1,0,1,0.410761,0,0,0,0,0,19355,5449,21560,1470
2,0,4,196,3,0,0,5,0,0,0.8616,0,0,0,0,6,1436,0,20000,840
12,0,0,31,3,0,0,0,0,6,0.433585,0,0.592458,0,2,2,30818,38911,19318,1260
2,0,1,163,6,0,0,16,0,9,0.521143,0,0,0,0,24,49986,38661,28000,1140
2,0,0,164,0,0,6,0,0,8,0.01164,0,0.0643248,0,0,0,623286,790740,100000,3230
7,0,0,106,2,0,2,0,0,10,0.3576,0,0.250821,0,0,0,27320,54150,25000,2710
11,0,0,307,1,0,1,0,0,10,0.09248,4,0.357161,0,0,0,14650,20670,75000,2510
2,0,0,101,1,0,3,1,0,6,0.9,0,0.464529,0,0,1,24728,3961,54000,1470
0,0,2,107,0,0,null,0,0,0,0.6976,0,0,0,0,0,1744,0,30000,330
5,0,0,111,1,0,1,0,2,9,0.181674,0,0.474471,0,3,9,221737,218240,43000,1080
0,0,6,149,1,0,2,17,1,15,3.29053,0,0,0,3,55,52203,42241,38000,1190
1,0,0,40,0,0,null,0,0,5,0.00113222,0,0.741481,0,0,0,15752,16450,794900,2010
0,0,1,115,0,0,null,0,0,0,37.74,0,0,0,0,0,1260,0,400,160
13,0,0,20,2,0,1,0,0,4,0.405294,0,0.99375,0,0,0,19447,19452,20400,1530
1,0,0,11,4,0,0,0,0,1,0.1098,0,0,0,0,0,2946,4075,20000,2000
5,0,1,38,0,0,14,0,0,5,0.20496,0,0,0,0,0,32658,33846,25000,1650
22,0,1,146,1,0,3,1,0,7,0.384911,0,0.24217,0,0,5,11927,21454,28000,1700
14,0,4,27,1,0,1,9,1,11,2.4328,0,0.886667,0,5,10,44257,30759,30000,700
3,0,0,128,1,0,3,1,0,5,0.199679,0,0.949091,0,0,2,144287,138245,33053,1570
3,0,0,69,2,0,0,0,0,1,0,0,0,0,0,4,0,400,26000,1140
1,0,0,51,0,0,14,0,0,3,0.0645,0,0.250545,0,0,0,7850,12831,24000,2950
8,0,1,347,4,0,1,0,0,14,0.326752,0,0.871886,0,0,0,38353,50542,46000,1570
10,0,0,125,0,0,8,0,0,9,1.51576,1,0.0905833,0,0,1,222727,311413,43000,2240
8,1,6,208,6,0,0,57,1,14,0.5658,1,1.855,0,40,92,96343,110162,80000,30
14,0,1,387,5,0,4,0,0,16,0.218097,1,0.485846,0,0,0,80411,94017,51500,1960
8,0,0,31,2,0,1,0,0,6,0.270912,0,0.0426943,0,0,0,21832,33716,25000,3110
2,0,0,63,2,0,4,3,0,4,1.13778,0,0,0,3,3,37523,40999,27000,830
1,0,4,109,4,0,0,1,0,1,0.1464,1,0,0,0,0,9980,9564,30000,870
11,0,0,217,4,0,0,0,0,10,6.366,0,0.794768,0,0,0,37117,46522,2000,1680
4,0,0,184,0,0,11,0,0,20,0.206346,0,0.426044,0,0,0,108588,168080,117000,2450
2,0,2,207,8,0,0,0,0,2,0.7115,0,0.704,0,0,2,11309,10034,24000,1370
2,0,3,231,0,0,6,17,0,2,0.887467,0,0,0,0,22,10009,4750,45000,880
1,0,4,128,1,0,3,7,0,3,4.76872,0,0,0,0,6,16444,5868,26457,960
6,0,3,190,5,0,1,5,0,9,0.285251,0,0.0447458,0,0,4,45234,63074,55000,1420
2,0,4,85,8,0,2,0,0,2,0.0272727,1,0.886,0,0,0,886,1000,22000,1670
3,0,4,102,1,0,3,0,0,6,2.08926,0,0,0,0,0,81404,77846,28500,1440
8,0,0,276,0,0,8,0,0,12,0.186403,0,0.527701,0,0,0,20887,30507,44716,2090
1,0,8,97,1,0,1,1,0,3,0.450465,0,0,0,0,16,34741,35245,31000,1120
3,0,1,220,7,0,0,0,0,3,0.0428916,1,0.732941,0,0,0,623,850,24900,1470
4,0,3,60,5,0,0,0,0,4,0.2148,0,0.419873,0,0,0,20769,27622,30000,1860
1,0,4,295,2,0,2,0,0,1,0.0615,0,0,0,0,0,14104,14104,72000,1390
2,0,0,76,0,0,10,0,0,10,0.10771,0,0.124058,0,0,0,80060,139484,175000,3240
1,0,2,114,9,0,0,1,0,0,0.114933,1,0,0,0,0,431,0,45000,170
5,0,4,160,5,0,2,5,0,5,3.13626,2,0.702069,0,3,7,52321,44213,80000,760
14,0,0,251,4,0,0,0,0,12,0.263053,1,0.253228,0,0,0,4493,13704,38000,2100
16,0,0,261,1,0,2,0,0,31,0.230061,0,0.733249,0,0,0,405154,442233,100000,2150
